ID,Dataset,Video with mistake ID,Step ID,Correct Procedure,Procedure with mistake,Error Validity,Text Plausibility,Confusability / Difficulty to Notice,Procedure Logic,Procedure Logic (Annotator Confidence),Sequence Consistency Score,State-Change Coherence,Taxonomy Fit (Error Type),Video Plausibility,Text–Video Grounding Consistency (episode-level),m,n_yes,n_no,agree_pairs,total_pairs
Ego-Exo4D-Qwen fair_cooking_05_6 28 Add diced garlic to the tray,Ego-Exo4D-Qwen,fair_cooking_05_6,28.0,Add diced garlic to the tray,Add diced garlic to the tray,1.0,2.5,1.5,0.5,2.5,3.5,0.5,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_05_6 29 Add diced onion to the tray,Ego-Exo4D-Qwen,fair_cooking_05_6,29.0,Add diced onion to the tray,Add diced onion to the tray,1.0,2.5,1.5,0.5,2.5,3.5,0.5,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_05_6 30 Clean hands with the napkin,Ego-Exo4D-Qwen,fair_cooking_05_6,30.0,Clean hands with the napkin,Clean hands with the napkin,0.5,5.0,2.0,0.0,2.0,5.0,0.0,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_05_6 35 Stir the mix of vegetables in the skillet,Ego-Exo4D-Qwen,fair_cooking_05_6,35.0,Place the spoon on the chopping board,Stir the mix of vegetables in the skillet,0.5,2.0,2.0,1.0,2.5,2.0,1.0,S (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_05_6 36 Stir the noodles in the pot with a spoon,Ego-Exo4D-Qwen,fair_cooking_05_6,36.0,Spread oil round the skillet,Stir the noodles in the pot with a spoon,0.5,2.5,1.5,1.0,2.0,3.0,0.5,S (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_05_6 37 Clean hands with the napkin,Ego-Exo4D-Qwen,fair_cooking_05_6,37.0,Clean hands with the napkin,Clean hands with the napkin,0.5,5.0,2.0,0.0,3.0,5.0,0.0,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_05_6 38 Spread oil round the skillet,Ego-Exo4D-Qwen,fair_cooking_05_6,38.0,Spread oil round the skillet,Spread oil round the skillet,0.5,3.0,1.0,0.0,3.0,5.0,0.0,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_05_6 39 Add a mix of vegetables to the oil in the skillet,Ego-Exo4D-Qwen,fair_cooking_05_6,39.0,Add a mix of vegetables to the oil in the skillet,Add a mix of vegetables to the oil in the skillet,1.0,2.0,1.5,1.0,3.0,2.5,1.0,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_05_6 40 Add diced garlic cloves to the skillet,Ego-Exo4D-Qwen,fair_cooking_05_6,40.0,Add diced garlic cloves to the skillet,Add diced garlic cloves to the skillet,1.0,2.0,1.0,0.5,3.0,3.5,0.5,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_05_6 41 Stir the mix of vegetables in the skillet,Ego-Exo4D-Qwen,fair_cooking_05_6,41.0,Stir the mix of vegetables in the skillet,Stir the mix of vegetables in the skillet,0.5,1.0,1.0,1.0,3.0,2.0,1.0,S (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_05_6 42 Pour the boiled noodles into the strainer,Ego-Exo4D-Qwen,fair_cooking_05_6,42.0,Place the tray on the chopping board,Pour the boiled noodles into the strainer,1.0,2.0,1.5,1.0,3.0,1.5,0.5,S (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_05_6 43 Stir the noodles in the pot with a spoon,Ego-Exo4D-Qwen,fair_cooking_05_6,43.0,Stir the noodles in the pot with a spoon,Stir the noodles in the pot with a spoon,1.0,2.5,1.5,0.0,3.0,5.0,0.0,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_05_6 44 Stir the mix of vegetables in the skillet,Ego-Exo4D-Qwen,fair_cooking_05_6,44.0,Stir the mix of vegetables in the skillet,Stir the mix of vegetables in the skillet,0.5,1.0,1.0,1.0,2.0,2.0,1.0,S (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_05_6 51 Place the spoon on the chopping board,Ego-Exo4D-Qwen,fair_cooking_05_6,51.0,Place the spoon on the chopping board,Place the spoon on the chopping board,0.5,5.0,2.0,0.0,3.0,5.0,0.0,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_05_6 52 Add soy sauce to the boiled noodles in the skillet,Ego-Exo4D-Qwen,fair_cooking_05_6,52.0,Add soy sauce to the boiled noodles in the skillet,Add soy sauce to the boiled noodles in the skillet,1.0,4.5,1.5,0.5,2.5,3.5,0.5,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_05_6 54 Place the soy sauce container on the kitchen countertop,Ego-Exo4D-Qwen,fair_cooking_05_6,54.0,Place the soy sauce container on the kitchen countertop,Place the soy sauce container on the kitchen countertop,1.0,3.5,1.5,0.5,2.5,3.5,0.5,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_06_2 18 Wash the saucepan in the sink,Ego-Exo4D-Qwen,fair_cooking_06_2,18.0,Wash noodles in the saucepan in the sink,Wash the saucepan in the sink,1.0,1.5,1.0,0.5,3.0,4.0,0.5,"S (50%), WE (50%)",,,,,,0.0,
Ego-Exo4D-Qwen minnesota_cooking_031_2 42 Mix the water and flour mixture in the mixing bowl with the fork,Ego-Exo4D-Qwen,minnesota_cooking_031_2,42.0,Wash hands under the running faucet with soap and water,Mix the water and flour mixture in the mixing bowl with the fork,1.0,1.5,1.5,1.0,1.5,4.5,0.0,S (100%),,,,,,0.0,
Ego-Exo4D-Qwen minnesota_cooking_031_2 43 Wipe hands with the kitchen hand towel,Ego-Exo4D-Qwen,minnesota_cooking_031_2,43.0,Wipe hands with the kitchen hand towel,Wipe hands with the kitchen hand towel,1.0,2.5,1.5,0.5,2.5,4.5,0.0,D (100%),,,,,,0.0,
"Ego-Exo4D-Qwen minnesota_cooking_061_2 19 Add flour to the surface of the countertop,",Ego-Exo4D-Qwen,minnesota_cooking_061_2,19.0,Add flour to the surface of the countertop,"Add flour to the surface of the countertop,",0.0,,,,,,,,,,,,,0.0,
Ego-Exo4D-Qwen minnesota_cooking_074_2 16 Add water to the flour from running tap with the spoon in hand,Ego-Exo4D-Qwen,minnesota_cooking_074_2,16.0,Add water to the flour from running tap with the spoon in hand,Add water to the flour from running tap with the spoon in hand,0.5,4.0,3.0,0.0,3.0,5.0,0.0,,,,,,,0.0,
Ego-Exo4D-Qwen minnesota_cooking_074_2 17 Knead the dough with both hands,Ego-Exo4D-Qwen,minnesota_cooking_074_2,17.0,Knead the dough with both hands,Knead the dough with both hands,0.5,4.0,3.0,0.0,3.0,5.0,0.0,,,,,,,0.0,
Ego-Exo4D-Qwen indiana_cooking_04_2 20 Roll up the sushi using the rolling mat again for better shaping,Ego-Exo4D-Qwen,indiana_cooking_04_2,20.0,Roll up the sushi using the rolling mat,Roll up the sushi using the rolling mat again for better shaping,0.0,5.0,4.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,0.0,
Ego-Exo4D-Qwen indiana_cooking_04_2 23 Transfer the cut sushi rolls from the cutting board to the plate,Ego-Exo4D-Qwen,indiana_cooking_04_2,23.0,Get a plate from the kitchen cabinet,Transfer the cut sushi rolls from the cutting board to the plate,0.5,2.5,2.0,1.0,2.5,4.5,1.0,T (100%),,,,,,0.0,
Ego-Exo4D-Qwen indiana_cooking_04_2 24 Get a plate from the kitchen cabinet,Ego-Exo4D-Qwen,indiana_cooking_04_2,24.0,Transfer the cut sushi rolls from the cutting board to the plate,Get a plate from the kitchen cabinet,0.5,2.5,2.0,1.0,2.5,4.5,1.0,T (100%),,,,,,0.0,
Ego-Exo4D-Qwen indiana_cooking_26_2 31 Wait until the tea in the saucepan is ready,Ego-Exo4D-Qwen,indiana_cooking_26_2,31.0,Wait until the tea in the saucepan,Wait until the tea in the saucepan is ready,0.0,5.0,5.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,0.0,
Ego-Exo4D-Qwen sfu_cooking_009_7 26 Get the small spoon from the chopping board,Ego-Exo4D-Qwen,sfu_cooking_009_7,26.0,Get the small spoon the chopping board,Get the small spoon from the chopping board,0.0,5.0,5.0,0.0,3.0,5.0,0.0,,,,,,,0.0,
Ego-Exo4D-Qwen sfu_cooking026_8 2 get spoon from the kitchen drawer,Ego-Exo4D-Qwen,sfu_cooking026_8,2.0,get spoon from the cabinet drawer,get spoon from the kitchen drawer,0.0,5.0,3.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,0.0,
Ego-Exo4D-Qwen sfu_cooking026_8 4 check if the latte is well mixed,Ego-Exo4D-Qwen,sfu_cooking026_8,4.0,,check if the latte is well mixed,0.5,5.0,5.0,0.0,3.0,5.0,0.0,I (100%),,,,,,0.0,
Ego-Exo4D-Qwen sfu_cooking_008_5 11 Turn off the coffee maker,Ego-Exo4D-Qwen,sfu_cooking_008_5,11.0,Turn off the coffee maker,Turn off the coffee maker,0.6666666667,3.0,3.0,0.0,1.0,5.0,0.0,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen sfu_cooking_008_5 13 Stir the latte with a spoon,Ego-Exo4D-Qwen,sfu_cooking_008_5,13.0,,Stir the latte with a spoon,0.6666666667,5.0,3.5,0.5,2.0,4.5,0.0,I (100%),,,,,,0.0,
Ego-Exo4D-Qwen iiith_cooking_89_4 6 Peel cucumber with the wrong side of the peeler,Ego-Exo4D-Qwen,iiith_cooking_89_4,6.0,Peel cucumber,Peel cucumber with the wrong side of the peeler,1.0,2.5,1.0,0.0,3.0,5.0,0.0,"S (50%), WE (50%)",,,,,,0.0,
Ego-Exo4D-Qwen iiith_cooking_89_4 7 Flip the peeler and peel cucumber correctly,Ego-Exo4D-Qwen,iiith_cooking_89_4,7.0,,Flip the peeler and peel cucumber correctly,1.0,4.5,1.5,0.0,3.0,5.0,0.0,C (100%),,,,,,0.0,
Ego-Exo4D-Qwen sfu_cooking022_2 12 Wipe hands with paper towel,Ego-Exo4D-Qwen,sfu_cooking022_2,12.0,,Wipe hands with paper towel,0.5,5.0,2.0,0.0,3.0,5.0,0.0,I (100%),,,,,,0.0,
Ego-Exo4D-Qwen sfu_cooking_005_2 5 Wash cherry tomato with water,Ego-Exo4D-Qwen,sfu_cooking_005_2,5.0,Wash cherry tomato with water,Wash cherry tomato with water,1.0,3.5,2.5,0.0,3.0,5.0,0.0,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen sfu_cooking_005_2 11 Chop cherry tomato with knife on the chopping board,Ego-Exo4D-Qwen,sfu_cooking_005_2,11.0,Chop cucumber with knife on the chopping board,Chop cherry tomato with knife on the chopping board,0.0,5.0,2.0,1.0,3.0,3.0,1.0,S (100%),,,,,,0.0,
Ego-Exo4D-Qwen sfu_cooking_005_2 12 Add chopped cucumber into the bowl,Ego-Exo4D-Qwen,sfu_cooking_005_2,12.0,Add chopped cucumber into the bowl,Add chopped cucumber into the bowl,0.5,5.0,3.0,0.0,3.0,5.0,0.0,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen sfu_cooking_005_2 13 Chop cherry tomato with knife on the chopping board,Ego-Exo4D-Qwen,sfu_cooking_005_2,13.0,Chop cherry tomato with knife on the chopping board,Chop cherry tomato with knife on the chopping board,0.5,5.0,3.0,0.0,3.0,5.0,0.0,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen sfu_cooking_005_2 30 Wash hands with water,Ego-Exo4D-Qwen,sfu_cooking_005_2,30.0,Wash hands with water,Wash hands with water,0.5,4.0,4.0,0.0,3.0,5.0,0.0,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen sfu_cooking_005_2 31 Get soy sauce from the kitchen cabinet,Ego-Exo4D-Qwen,sfu_cooking_005_2,31.0,Get soy sauce from the kitchen cabinet,Get soy sauce from the kitchen cabinet,1.0,3.0,2.5,0.0,2.5,5.0,0.0,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen sfu_cooking_005_2 32 Add soy sauce to salad in the bowl,Ego-Exo4D-Qwen,sfu_cooking_005_2,32.0,Add soy sauce to salad in the bowl,Add soy sauce to salad in the bowl,1.0,3.0,2.5,0.0,2.5,5.0,0.0,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen sfu_cooking_005_2 36 Wash hand with water,Ego-Exo4D-Qwen,sfu_cooking_005_2,36.0,Wash hand with water,Wash hand with water,0.5,5.0,2.0,0.0,3.0,5.0,0.0,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen iiith_cooking_45_1 3 Add sugar to the pot,Ego-Exo4D-Qwen,iiith_cooking_45_1,3.0,Add tea to the pot,Add sugar to the pot,0.0,,,,,,,,,,,,,0.0,
Ego-Exo4D-Qwen iiith_cooking_45_1 4 Add tea to the pot,Ego-Exo4D-Qwen,iiith_cooking_45_1,4.0,Add sugar to the pot,Add tea to the pot,0.0,,,,,,,,,,,,,0.0,
Ego-Exo4D-Qwen nus_cooking_07_5 1 get the sugar bag from the countertop,Ego-Exo4D-Qwen,nus_cooking_07_5,1.0,get the milk container from the countertop,get the sugar bag from the countertop,0.5,5.0,4.0,1.0,1.0,3.0,0.0,T (100%),,,,,,0.0,
Ego-Exo4D-Qwen nus_cooking_07_5 2 get the milk container from the countertop,Ego-Exo4D-Qwen,nus_cooking_07_5,2.0,pour milk into the tea bags in the cup,get the milk container from the countertop,1.0,2.5,2.0,1.0,3.0,2.0,1.0,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen nus_cooking_07_5 3 pour milk into the tea bags in the cup,Ego-Exo4D-Qwen,nus_cooking_07_5,3.0,get the sugar bag from the countertop,pour milk into the tea bags in the cup,0.5,2.5,2.0,0.5,3.0,4.5,0.5,T (100%),,,,,,0.0,
Ego-Exo4D-Qwen nus_cooking_07_5 7 check if the milk tea tastes sweet enough,Ego-Exo4D-Qwen,nus_cooking_07_5,7.0,,check if the milk tea tastes sweet enough,0.0,5.0,2.0,0.0,3.0,5.0,0.0,I (100%),,,,,,0.0,
Ego-Exo4D-Qwen nus_cooking_10_5 10 add a little sugar into the cup on the counter top,Ego-Exo4D-Qwen,nus_cooking_10_5,10.0,add sugar into the cup on the counter top,add a little sugar into the cup on the counter top,0.5,5.0,4.5,0.0,3.0,5.0,0.0,WE (100%),,,,,,0.0,
Ego-Exo4D-Qwen nus_cooking_10_5 15 check if the milk tea is well mixed,Ego-Exo4D-Qwen,nus_cooking_10_5,15.0,,check if the milk tea is well mixed,0.0,5.0,5.0,0.0,3.0,5.0,0.0,I (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_08_10 3 Rinse lettuce with water from the kitchen tap,Ego-Exo4D-Qwen,fair_cooking_08_10,3.0,Rinse celery with water from the kitchen tap,Rinse lettuce with water from the kitchen tap,1.0,2.5,2.0,0.5,3.0,4.5,0.5,"S (50%), WE (50%)",,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_08_10 16 Add turmeric powder to the salad in the mixing bowl,Ego-Exo4D-Qwen,fair_cooking_08_10,16.0,Add turmeric powder to the salad in the mixing bowl,Add turmeric powder to the salad in the mixing bowl,1.0,3.5,2.5,0.0,3.0,5.0,0.0,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_08_10 18 Stir the salad mixture with spoon,Ego-Exo4D-Qwen,fair_cooking_08_10,18.0,Get a plate from the kitchen countertop,Stir the salad mixture with spoon,0.0,5.0,5.0,0.0,3.0,5.0,0.0,T (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_08_10 19 Get a plate from the kitchen countertop,Ego-Exo4D-Qwen,fair_cooking_08_10,19.0,Stir the salad mixture with spoon,Get a plate from the kitchen countertop,0.0,5.0,5.0,0.0,3.0,5.0,0.0,T (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_08_2 3 Wash fresh cilantro in the kitchen sink,Ego-Exo4D-Qwen,fair_cooking_08_2,3.0,Wash fresh cilantro in the kitchen sink,Wash fresh cilantro in the kitchen sink,1.0,4.0,2.666666667,0.0,3.0,5.0,0.0,D (100%),,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_08_2 16 Add salt to the salad mixture in the mixing bowl,Ego-Exo4D-Qwen,fair_cooking_08_2,16.0,Add slat to the salad mixture in the mixing bowl,Add salt to the salad mixture in the mixing bowl,0.0,,,,,,,,,,,,,0.0,
Ego-Exo4D-Qwen fair_cooking_08_2 25 Check if the salad looks good before serving,Ego-Exo4D-Qwen,fair_cooking_08_2,25.0,,Check if the salad looks good before serving,0.0,5.0,3.0,0.0,3.0,5.0,0.0,I (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 sfu_covid_002_10 18 Wait for about 30 seconds for the test vial to incubation time,Ego-Exo4D-GPT-5.2,sfu_covid_002_10,18.0,Wait for the test vial to incubation time,Wait for about 30 seconds for the test vial to incubation time,0.0,5.0,5.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 sfu_covid_002_10 22 Apply one drop of test solution into the test indicator,Ego-Exo4D-GPT-5.2,sfu_covid_002_10,22.0,Apply few drops of test solution into the test indicator,Apply one drop of test solution into the test indicator,1.0,3.5,4.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 georgiatech_covid_18_10 24 Apply a single drop of the test solution to the test indicator,Ego-Exo4D-GPT-5.2,georgiatech_covid_18_10,24.0,Apply a few drops of the test solution to the test indicator,Apply a single drop of the test solution to the test indicator,1.0,3.5,4.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 nus_covidtest_36_2 14 Cover the test tube with its cap,Ego-Exo4D-GPT-5.2,nus_covidtest_36_2,14.0,,Cover the test tube with its cap,0.5,4.0,3.0,1.0,3.0,2.0,1.0,T (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 nus_covidtest_36_2 16 Remove the covid test plate from its package,Ego-Exo4D-GPT-5.2,nus_covidtest_36_2,16.0,Dispose used covid test materials and packages into the ziplock waste bag,Remove the covid test plate from its package,0.5,4.0,3.0,1.0,3.0,2.0,1.0,T (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 nus_covidtest_36_2 17 Apply 1 drop of testing solution inside the test tube onto the covid test plate,Ego-Exo4D-GPT-5.2,nus_covidtest_36_2,17.0,Cover the test tube with its cap,Apply 1 drop of testing solution inside the test tube onto the covid test plate,1.0,3.5,3.0,0.5,2.5,4.0,0.5,WE (100%),,,,,,0.0,
"Ego-Exo4D-GPT-5.2 nus_covidtest_36_2 18 If you used the wrong number of drops, add the remaining drops to match the kit instructions before reading the result",Ego-Exo4D-GPT-5.2,nus_covidtest_36_2,18.0,Remove the covid test plate from its package,"If you used the wrong number of drops, add the remaining drops to match the kit instructions before reading the result",1.0,4.0,3.5,0.0,2.5,5.0,0.0,"C (50%), I (50%)",,,,,,0.0,
Ego-Exo4D-GPT-5.2 nus_covidtest_36_2 19 Dispose used covid test materials and packages into the ziplock waste bag,Ego-Exo4D-GPT-5.2,nus_covidtest_36_2,19.0,Apply drops of testing solution inside the test tube onto the covid test plate,Dispose used covid test materials and packages into the ziplock waste bag,0.0,5.0,4.0,0.0,3.0,5.0,0.0,T (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 nus_covidtest_15_2 24 Apply one drop of the testing solution to the test plate,Ego-Exo4D-GPT-5.2,nus_covidtest_15_2,24.0,Apply a few drops of the testing solution to the test plate,Apply one drop of the testing solution to the test plate,1.0,4.5,3.5,0.0,3.0,5.0,0.0,WE (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 nus_covidtest_15_2 27 Check the test plate after about 30 seconds for the results,Ego-Exo4D-GPT-5.2,nus_covidtest_15_2,27.0,Arrange test materials in the plastic bag for disposal,Check the test plate after about 30 seconds for the results,0.5,4.5,3.5,0.0,3.0,5.0,0.0,"WE (50%), T (50%)",,,,,,0.0,
Ego-Exo4D-GPT-5.2 nus_covidtest_15_2 28 Arrange test materials in the plastic bag for disposal,Ego-Exo4D-GPT-5.2,nus_covidtest_15_2,28.0,Checks the test plate for the results,Arrange test materials in the plastic bag for disposal,0.0,5.0,4.0,0.0,3.0,5.0,0.0,T (100%),,,,,,0.0,
"Ego-Exo4D-GPT-5.2 cmu_bike15_3 9 Push the tire back into place on the wheel rim, leaving a small section unseated near the valve",Ego-Exo4D-GPT-5.2,cmu_bike15_3,9.0,Push the tire back into place on the wheel rim,"Push the tire back into place on the wheel rim, leaving a small section unseated near the valve",0.5,5.0,4.0,1.0,2.0,5.0,1.0,WE (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 cmu_bike15_3 10 Go back and fully seat the remaining tire section on the rim before inflating,Ego-Exo4D-GPT-5.2,cmu_bike15_3,10.0,,Go back and fully seat the remaining tire section on the rim before inflating,0.0,5.0,3.0,0.0,3.0,5.0,0.0,C (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 fair_bike_06_11 7 Inflate the inner tube fully with an air compressor,Ego-Exo4D-GPT-5.2,fair_bike_06_11,7.0,Inflate the inner tube a little with an air compressor,Inflate the inner tube fully with an air compressor,1.0,3.5,2.5,0.5,2.5,4.0,0.0,"S (50%), WE (50%)",,,,,,0.0,
"Ego-Exo4D-GPT-5.2 fair_bike_06_11 12 If the bead is not seated evenly, deflate slightly and massage the tire sidewalls until it seats",Ego-Exo4D-GPT-5.2,fair_bike_06_11,12.0,,"If the bead is not seated evenly, deflate slightly and massage the tire sidewalls until it seats",0.5,3.0,2.0,0.0,3.0,5.0,0.0,C (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 fair_bike_06_15 6 fix the tire to the bicycle wheel,Ego-Exo4D-GPT-5.2,fair_bike_06_15,6.0,fix the tire to the bicycle wheel,fix the tire to the bicycle wheel,0.5,4.0,4.0,1.0,3.0,5.0,1.0,D (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 fair_bike_06_15 10 inflate the inner tube a lot with a pump,Ego-Exo4D-GPT-5.2,fair_bike_06_15,10.0,inflate the inner tube a little with a pump,inflate the inner tube a lot with a pump,1.0,3.0,1.5,0.0,2.0,5.0,0.0,WE (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 fair_bike_06_15 11 fit the inner tube to the bicycle wheel,Ego-Exo4D-GPT-5.2,fair_bike_06_15,11.0,fix the tire to the bicycle wheel,fit the inner tube to the bicycle wheel,1.0,2.5,2.0,0.5,1.5,4.0,0.5,T (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 fair_bike_06_15 12 push the valve through its hole,Ego-Exo4D-GPT-5.2,fair_bike_06_15,12.0,fit the inner tube to the bicycle wheel,push the valve through its hole,0.5,2.5,2.5,0.5,1.5,4.0,0.5,T (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 fair_bike_06_15 13 fix the tire to the bicycle wheel,Ego-Exo4D-GPT-5.2,fair_bike_06_15,13.0,push the valve through its hole,fix the tire to the bicycle wheel,0.5,2.5,2.5,0.5,1.5,4.0,0.5,T (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 georgiatech_bike_09_8 2 Tighten the axle nuts with the wrench.,Ego-Exo4D-GPT-5.2,georgiatech_bike_09_8,2.0,Loosen the axle nuts with the wrench.,Tighten the axle nuts with the wrench.,1.0,3.0,3.0,0.0,2.0,5.0,0.0,"S (50%), WE (50%)",,,,,,0.0,
Ego-Exo4D-GPT-5.2 cmu_bike16_cmu_bike16_2 2 Turn the wrench clockwise to tighten the axle nut slightly.,Ego-Exo4D-GPT-5.2,cmu_bike16_cmu_bike16_2,2.0,,Turn the wrench clockwise to tighten the axle nut slightly.,1.0,2.0,2.0,1.0,2.5,3.5,0.5,I (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 fair_bike_06_6 1 tighten the nuts of the derailleur with a tripod wrench,Ego-Exo4D-GPT-5.2,fair_bike_06_6,1.0,loosen the nuts of the derailleur with a tripod wrench,tighten the nuts of the derailleur with a tripod wrench,1.0,1.5,2.0,1.0,2.5,4.0,0.5,WE (100%),,,,,,0.0,
"Ego-Exo4D-GPT-5.2 cmu_bike14_4 3 Tighten the both axle nuts with a wrench, but leave them slightly loose",Ego-Exo4D-GPT-5.2,cmu_bike14_4,3.0,Tighten the both axle nuts with a wrench,"Tighten the both axle nuts with a wrench, but leave them slightly loose",1.0,4.0,2.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 cmu_bike14_4 4 Re-tighten both axle nuts with the wrench until they are snug and the wheel is centered,Ego-Exo4D-GPT-5.2,cmu_bike14_4,4.0,,Re-tighten both axle nuts with the wrench until they are snug and the wheel is centered,1.0,4.0,2.0,0.0,3.0,5.0,0.0,C (100%),,,,,,0.0,
"Ego-Exo4D-GPT-5.2 fair_bike_02_4 4 Tighten both axle nuts with the wrench, but leave them slightly loose.",Ego-Exo4D-GPT-5.2,fair_bike_02_4,4.0,Tighten both axle nuts with the wrench,"Tighten both axle nuts with the wrench, but leave them slightly loose.",0.5,4.0,2.5,0.0,3.0,5.0,0.0,WE (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 fair_bike_07_12 8 Press the brake lightly,Ego-Exo4D-GPT-5.2,fair_bike_07_12,8.0,Press the brake,Press the brake lightly,0.0,5.0,5.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,0.0,
Ego-Exo4D-GPT-5.2 georgiatech_bike_18_4 9 Rotate the bicycle pedal and place the cloth above the bicycle chain.,Ego-Exo4D-GPT-5.2,georgiatech_bike_18_4,9.0,Rotate the bicycle pedal and place the cloth underneath the bicycle chain.,Rotate the bicycle pedal and place the cloth above the bicycle chain.,0.5,5.0,4.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,0.0,
